M5 FULL SCAN — MERCURY-AI V1
Generated: 2026-09-02T00:27:51.240690+00:00
Timeframe: M5
HEZILEX EFFECTIVE: 68
DISTINCT SUPPORTED: 62
PASS ENTRIES: 63
UNSUPPORTED: 5

SUMMARY:
 M5_SCANNED_DISTINCT: 62
 M5_FAILED_DISTINCT: 0
 M5_SCANNED_ENTRIES: 63
 M5_FAILED_ENTRIES: 0
 REAL_SIGNAL: 57
 WAIT_LEGITIMATE: 0
 DATA_UNAVAILABLE: 6
 UNSUPPORTED: 5
 SCAN_ERROR: 0
 PROB_SUM_PASS: True
 DECISION_CONSISTENCY_PASS: True
 POST_RESOLVER_PASS: True

PER-ASSET EVIDENCE:
SUI -> SUI-USD | M5 | DATA_UNAVAILABLE | WAIT grade=N/A conf=0.0 confl=None buy=0.0 sell=0.0 wait=100.0 sum=100.0 trade_allowed=True audit=DATA_PROVIDER_UNAVAILABLE ts=2026-09-02T00:23:37.643082 resolver=WAIT/7 consistency=True
STELLAR -> XLM-USD | M5 | REAL_SIGNAL | SELL grade=D conf=0.6258976 confl=100.0 buy=0.0 sell=43.54 wait=56.46 sum=100.0 trade_allowed=True audit=f6d2019683baaf50f6f961a259a9027930cfba75c23c878ed961b2a0b080f831 ts=2026-09-02T00:23:59.143320 resolver=SELL/6 consistency=True
CARDANO | M5 | UNSUPPORTED | reason=NO_SUPPORTED_PUBLIC_INSTRUMENT_NOT_IN_MERCURY_UNIVERSE | internal=ADA-USD
LINK | M5 | UNSUPPORTED | reason=NO_SUPPORTED_PUBLIC_INSTRUMENT_NOT_IN_MERCURY_UNIVERSE | internal=LINK-USD
APPLE -> AAPL | M5 | REAL_SIGNAL | BUY grade=D conf=0.6879922260869565 confl=100.0 buy=44.65 sell=0.0 wait=55.35 sum=100.0 trade_allowed=True audit=ea2ef40dcca5e23ba18536768c2174d7b4eaf6be560f94242b8e9a33611147db ts=2026-09-02T00:24:10.068333 resolver=BUY/5 consistency=True
NETFLIX -> NFLX | M5 | REAL_SIGNAL | SELL grade=D conf=0.6900784740740741 confl=100.0 buy=0.0 sell=44.88 wait=55.12 sum=100.0 trade_allowed=True audit=776d064dad7b920b54f90cb1db95e351df7302c5d6cc7acdaca03c7646157bd0 ts=2026-09-02T00:24:21.719152 resolver=SELL/6 consistency=True
META -> META | M5 | REAL_SIGNAL | SELL grade=D conf=0.6935915666666668 confl=100.0 buy=0.0 sell=45.26 wait=54.74 sum=100.0 trade_allowed=True audit=4d96ef23cce7a73d0d737a15924de52ffac966195650d2ef8d8eb87dd0f23bfe ts=2026-09-02T00:24:31.055743 resolver=SELL/6 consistency=True
TESLA -> TSLA | M5 | REAL_SIGNAL | SELL grade=D conf=0.6381289684210527 confl=100.0 buy=0.0 sell=44.19 wait=55.81 sum=100.0 trade_allowed=True audit=1e360aa557787b0dcf07d934359f37c3ae77880595f0e0e28033e1db391f9e03 ts=2026-09-02T00:24:41.384630 resolver=SELL/6 consistency=True
MICROSOFT -> MSFT | M5 | REAL_SIGNAL | BUY grade=B conf=0.6935806999999999 confl=100.0 buy=60.2 sell=0.0 wait=39.8 sum=100.0 trade_allowed=True audit=a78302e7a7bc3af2071d5d15f3996189581199a487881544805c9ed8b287f7a4 ts=2026-09-02T00:24:51.368672 resolver=BUY/5 consistency=True
MCDONALDS -> MCD | M5 | REAL_SIGNAL | SELL grade=D conf=0.6863106896551724 confl=100.0 buy=0.0 sell=44.47 wait=55.53 sum=100.0 trade_allowed=True audit=0fb328db8b3860d785a4c6abf504a4f33e0e8fb3baa56c6eeb1f84b8199a178f ts=2026-09-02T00:25:01.336478 resolver=SELL/6 consistency=True
AMAZON -> AMZN | M5 | REAL_SIGNAL | BUY grade=C conf=0.6864284941176471 confl=100.0 buy=59.71 sell=0.0 wait=40.29 sum=100.0 trade_allowed=True audit=a14345d8ef5900e3b1456461f3386d536fbbf89754129e030dd150634186683c ts=2026-09-02T00:25:10.653149 resolver=BUY/5 consistency=True
PAYPAL -> PYPL | M5 | REAL_SIGNAL | BUY grade=B conf=0.700495568 confl=100.0 buy=60.67 sell=0.0 wait=39.33 sum=100.0 trade_allowed=True audit=52375e09db01d8971c5118212270240851b2eedeb272291220dc29100642c1de ts=2026-09-02T00:25:19.718760 resolver=BUY/5 consistency=True
STARBUCKS -> SBUX | M5 | REAL_SIGNAL | BUY grade=C conf=0.6917448258064518 confl=100.0 buy=59.99 sell=0.0 wait=40.01 sum=100.0 trade_allowed=True audit=0d145c44f97cf37d218a287fa53c2c886fe44eda5f90d489975cfb0319162bfa ts=2026-09-02T00:25:28.922774 resolver=BUY/5 consistency=True
NVIDIA -> NVDA | M5 | REAL_SIGNAL | SELL grade=B conf=0.6990406782608697 confl=100.0 buy=0.0 sell=60.5 wait=39.5 sum=100.0 trade_allowed=True audit=f7ec0cecb60fa91137c70ae330641d0879a4f5eea7477918d52989efc8678ef8 ts=2026-09-02T00:25:39.322304 resolver=SELL/6 consistency=True
DISNEY -> DIS | M5 | REAL_SIGNAL | SELL grade=D conf=0.6902732 confl=100.0 buy=0.0 sell=44.24 wait=55.76 sum=100.0 trade_allowed=True audit=0988e7b4fad959bbe13173850c500921d7bbda24a658e7b5196a67151e48a847 ts=2026-09-02T00:25:49.032580 resolver=SELL/6 consistency=True
INTEL -> INTC | M5 | REAL_SIGNAL | BUY grade=B conf=0.7034426 confl=100.0 buy=60.35 sell=0.0 wait=39.65 sum=100.0 trade_allowed=True audit=42e9b1e49687ffb479630737551fa432706b861a94dc1e650e05a62aa510056d ts=2026-09-02T00:25:58.955504 resolver=BUY/5 consistency=True
VISA -> V | M5 | REAL_SIGNAL | SELL grade=D conf=0.6923688148148147 confl=100.0 buy=0.0 sell=44.47 wait=55.53 sum=100.0 trade_allowed=True audit=0b851dbdc961d216a3778aa52e8ae6890abc2dafe755fef434847c8e0bef579e ts=2026-09-02T00:26:08.578373 resolver=SELL/6 consistency=True
IBM -> IBM | M5 | REAL_SIGNAL | BUY grade=C conf=0.6878363034482758 confl=100.0 buy=59.87 sell=0.0 wait=40.13 sum=100.0 trade_allowed=True audit=9cec10fa3eece111b4b25dc1091d3252794499cf5dd9ff646c9788ae7464ee1f ts=2026-09-02T00:26:18.441315 resolver=BUY/5 consistency=True
FORD -> F | M5 | REAL_SIGNAL | BUY grade=D conf=0.6901283272727273 confl=100.0 buy=44.88 sell=0.0 wait=55.12 sum=100.0 trade_allowed=True audit=29a8921398cbc71b3c344f609cabc3f442c0832bbe1714f1e5db11025a9cf281 ts=2026-09-02T00:26:26.976254 resolver=BUY/5 consistency=True
COCA-COLA -> KO | M5 | REAL_SIGNAL | SELL grade=D conf=0.6816672000000001 confl=100.0 buy=0.0 sell=44.3 wait=55.7 sum=100.0 trade_allowed=True audit=625d505be25e3fa7629a6e71081087eab02f6c6a79d01759dba6f55621934383 ts=2026-09-02T00:26:36.522350 resolver=SELL/6 consistency=True
NIKE -> NKE | M5 | REAL_SIGNAL | BUY grade=D conf=0.693998181818182 confl=100.0 buy=45.3 sell=0.0 wait=54.7 sum=100.0 trade_allowed=True audit=2daa4322ac89538cf8f329598bcd42e4f808dc9a16b89db3ef78baa662a7f790 ts=2026-09-02T00:26:46.324827 resolver=BUY/5 consistency=True
MASTERCARD -> MA | M5 | REAL_SIGNAL | SELL grade=D conf=0.6895857600000003 confl=100.0 buy=0.0 sell=44.17 wait=55.83 sum=100.0 trade_allowed=True audit=249bd72671aeef493e65bb13ab3743c8e4960c3c1d31ca1af1e37107bdfa950f ts=2026-09-02T00:26:57.382249 resolver=SELL/6 consistency=True
SPOTFY -> SPOT | M5 | REAL_SIGNAL | BUY grade=D conf=0.6870888903225807 confl=100.0 buy=44.56 sell=0.0 wait=55.44 sum=100.0 trade_allowed=True audit=517ffdb5076a57bf38773fbba2c6267e0487dccacc51568bc30d439a712fc42a ts=2026-09-02T00:27:07.677967 resolver=BUY/5 consistency=True
SPACEX | M5 | UNSUPPORTED | reason=PRIVATE_COMPANY_NO_PUBLIC_TICKER | internal=None
JPMORGAN -> JPM | M5 | REAL_SIGNAL | BUY grade=B conf=0.6994899666666667 confl=100.0 buy=60.55 sell=0.0 wait=39.45 sum=100.0 trade_allowed=True audit=4a31c9bca3e177dad5bed8dae33133d1848d2f3130ca941d608fbc5ef6d07901 ts=2026-09-02T00:27:20.445111 resolver=BUY/5 consistency=True
BANK OF AMERICA -> BAC | M5 | REAL_SIGNAL | BUY grade=D conf=0.6881614896551725 confl=100.0 buy=44.67 sell=0.0 wait=55.33 sum=100.0 trade_allowed=True audit=f6a74f19c9c9e4f1ad02859b9857ee54f97675f4e700fdc15cb4d4e939670264 ts=2026-09-02T00:27:30.160231 resolver=BUY/5 consistency=True
CITIGROUP -> C | M5 | REAL_SIGNAL | BUY grade=B conf=0.7092594 confl=100.0 buy=61.02 sell=0.0 wait=38.98 sum=100.0 trade_allowed=True audit=f91b11fdc4fab86a9b4ff38ca6f0d63cd29bb01603f4d6d7a67354b97809dd86 ts=2026-09-02T00:27:39.277481 resolver=BUY/5 consistency=True
WELLS FARGO STANLEY -> WELLS FARGO -> WFC | M5 | REAL_SIGNAL | BUY grade=B conf=0.7035424111111113 confl=100.0 buy=60.03 sell=0.0 wait=39.97 sum=100.0 trade_allowed=True audit=cd62f7f1a554e3ff30c48e7d5c1158dfd6f00a94e4063744e74fd44a5c8aaf33 ts=2026-09-02T00:27:49.677655 resolver=BUY/5 consistency=True
WELLS FARGO STANLEY -> MORGAN STANLEY | M5 | UNSUPPORTED | reason=SPLIT_WELLS_FARGO_STANLEY_MS_NOT_IN_UNIVERSE | internal=MS
PETRÓLEO -> CL=F | M5 | DATA_UNAVAILABLE | WAIT grade=N/A conf=0.0 confl=None buy=0.0 sell=0.0 wait=100.0 sum=100.0 trade_allowed=True audit=DATA_QUALITY_FAIL ts=2026-09-02T00:27:50.327757 resolver=WAIT/7 consistency=True
PRATA -> SI=F | M5 | DATA_UNAVAILABLE | WAIT grade=N/A conf=0.0 confl=None buy=0.0 sell=0.0 wait=100.0 sum=100.0 trade_allowed=True audit=DATA_QUALITY_FAIL ts=2026-09-02T00:27:50.765284 resolver=WAIT/7 consistency=True
OURO -> GC=F | M5 | DATA_UNAVAILABLE | WAIT grade=N/A conf=0.0 confl=None buy=0.0 sell=0.0 wait=100.0 sum=100.0 trade_allowed=True audit=DATA_QUALITY_FAIL ts=2026-09-02T00:27:51.229955 resolver=WAIT/7 consistency=True
